PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,0.11662396534117875,-0.014523552138350397,-0.2509010613184951,0.31149224655009206,0.18115701095747172
0BVvxJ6a,0.0723542406831096,-0.014523552138350397,0.578596904057932,0.2715870553757388,0.04380649281445459
0KbdgApg,0.0992385530836981,-0.014523552138350397,-0.1651857509209623,0.21106012858456566,-0.16939801544548558
0MnuuduB,0.19281712784279337,-0.014523552138350397,-0.08991530975439985,0.20293842836845197,0.035241883194237905
0PcIsF9z,0.15997087755178316,-0.014523552138350397,-0.5416438212795333,0.16317042791824277,0.2820381829193344
0ShTFLYJ,0.07264941406651354,-0.014523552138350397,-0.12327190184815848,0.06341774334287092,0.25799371335776883
0XZh9jka,0.00034247952782299107,-0.014523552138350397,0.061131207036210444,0.3053994284309085,-0.03526792223579478
0Y7Wegri,0.07851054193659546,-0.014523552138350397,0.9310803787994597,0.23233736045603462,0.19832583957602323
0dTqplIM,0.025726194672939018,-0.014523552138350397,-0.061572236775376016,0.3041873599492223,-0.16417272928241958
0lNiZicC,0.0623952907927687,-0.014523552138350397,-0.5175561743491637,0.24726444240699788,-0.4659132640508106
0rGeJ0QN,0.13989774881509262,-0.014523552138350397,0.0514105522064815,0.19357482268490445,0.17972158942061353
0sXI9ytQ,0.20639313932208606,-0.014523552138350397,-1.094811260211286,0.19560637402013942,0.8760941301267284
0ukt4aP6,0.011559242286265968,-0.014523552138350397,-0.42599465479665377,0.20436281909981463,0.33588150326069033
1AGspb8f,0.07590289970751773,-0.014523552138350397,-0.2935625852581787,0.11174385000418158,0.2831300043493608
1Csy0gvE,0.030959588539531697,-0.014523552138350397,-0.5040952231449343,0.1615513449883439,0.7857806680256784
1Ic2hly1,0.08994567379909618,-0.014523552138350397,-0.05739451018998587,0.1859048152978607,0.32577282450876677
1PPbaTwt,0.0818298520667138,-0.014523552138350397,-0.2232139198457102,0.15307390477828695,0.0377997294936504
1SO5VJNy,0.10637553229160336,-0.014523552138350397,-0.17629873980252414,0.21230677596822958,0.3883233315477129
1arHxK3Y,0.3305363635061344,-0.014523552138350397,0.002940491182489513,0.36278628374400035,0.10809915898921879
1fCW4Bba,0.003726154413228742,-0.014523552138350397,-0.007185800999044534,0.2648517337730702,0.420222443226015
1qDZNvIm,0.05362758119794129,-0.014523552138350397,-0.2494392237005999,0.24035504063598062,0.6330620495809278
28LYJC2V,0.2079649513252563,-0.014523552138350397,0.3422083517477973,0.1801263062117199,0.10555036983134261
2CzACvQq,0.12424785919953787,-0.014523552138350397,-0.04769475940805673,0.3186868498411443,0.020450624246994287
2FT3crfv,0.03948808269495335,-0.014523552138350397,0.11711253841955699,0.21103617037377675,-0.004717548692812601
2Fy2uHVg,0.3174964483120538,-0.014523552138350397,-0.10836171097614941,0.29772403211067067,-0.4780716710249713
2MkMEApm,0.004771808524969996,-0.014523552138350397,-0.10854475853869949,0.21735292942155168,0.46664605095137845
2NDGWEOe,0.09128432868227085,-0.014523552138350397,-0.05348881410937939,0.29838217064884653,0.0714669181081039
2NyyCiqn,0.12562277739272718,-0.014523552138350397,-0.024594156610264373,0.1427728810031545,0.4622811931957703
2QRzIb84,0.06402604311728945,-0.014523552138350397,-0.20562252473712403,0.3363642100343814,-0.04080329695440388
2QcbdrUZ,0.20971765739613468,-0.014523552138350397,-0.05692561449094158,0.1912667274877717,0.19683437259585693
2YgAimWK,0.0015397005072895497,-0.014523552138350397,-0.39628667970090015,0.3344214658500204,0.39499117207629303
2cx85d9H,0.1225797353354733,-0.014523552138350397,-0.11271099342188468,0.2602499999759624,-0.1395231394866679
2homMXMV,0.07284252590718561,-0.014523552138350397,-0.45290383634952996,0.3033762807370792,0.020658185711698224
2ldLrUtq,0.03861269381324526,-0.014523552138350397,-0.20682327181266247,0.36874650439650347,-0.6180734966670666
2nsACW6G,0.02333872281353125,-0.014523552138350397,-0.26747616446023303,0.5106298751046141,-0.7310000436409234
2yMbVnWc,0.02837364828729386,-0.014523552138350397,-0.22780133844934497,0.33570568482631286,-0.1729682995535353
36r8sgGQ,0.048142623459171335,-0.014523552138350397,-0.4966713177762597,0.33072954473827293,0.11228413374214696
3NXAXCl3,1.0325216709357907e-05,-0.014523552138350397,-0.3408966100204202,0.5567327865507302,-0.9906587869854627
3QG0z6fl,0.051696740980291304,-0.014523552138350397,-0.4296809443966265,0.34826665438487275,-0.5139139671510558
3WS8R9qm,0.008906968023348899,-0.014523552138350397,-0.18824357078050388,0.5497664264285181,-0.5030438801171787
3fRLm8f5,0.051821349421291,-0.014523552138350397,-0.5472875650940727,0.4127423391837507,0.008311682371983403
3mZhp1nQ,0.14879211475613166,-0.014523552138350397,-0.30625748789074814,0.28025544046670375,-0.09987438885467612
3pikJXRL,0.002405402511973266,-0.014523552138350397,-0.39020472375040505,0.6013262771479739,-0.9677725700758852
3pxOEGHL,0.06186826055200239,-0.014523552138350397,-0.6164042155193871,0.3787884353219326,0.13100645007142553
3ttdV3f5,0.4938818608070865,-0.014523552138350397,0.019992644611433907,0.2513086730563487,-0.3620602441113062
3v4X6Mfe,0.12001235157574193,-0.014523552138350397,-0.2621370106034838,0.3967547218777008,-0.31434043284934376
3wORuPiv,0.04870227042658759,-0.014523552138350397,-0.26719759820404915,0.3505344094750762,-0.42896336508370436
43EfrxZj,0.0009713852678510117,-0.014523552138350397,-0.3298009220249702,0.39936603196050396,-0.231884249402644
