PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.11314636380666954,-0.041618940850794206,-0.22089172744422508,0.1533982984552946,-0.3670332398724989
0BVvxJ6a,0.45456341964023705,0.02056577719681474,0.6892179714727964,-0.008037731275461812,-0.052415974278966104
0KbdgApg,-0.06365091783996313,-0.2407571653541941,0.23045360769366732,-0.2609361151264835,-0.052766361221707136
0MnuuduB,-0.2677731394737981,0.2254634577737028,-0.2870777201641196,0.8547079062571181,-0.3476888497062401
0PcIsF9z,-0.30594641440232595,-0.26100722616635996,-0.04798912836424503,-0.48221819244066766,0.00828596367659512
0ShTFLYJ,-0.7521637846194034,-0.6776093678850715,-0.40519258421650817,-0.811082745882546,-0.3495398990834588
0XZh9jka,-0.2421426410040639,0.2796239669075128,-0.5824157735874405,0.9878732870070712,-0.8395388395751232
0Y7Wegri,-0.331887760409174,-0.013186916330889198,-0.10618079718922506,-0.07201528518542899,0.5775790486509709
0dTqplIM,-0.06682761322648961,0.03655988853727965,0.012886653638026643,0.19343918084653366,-0.4027823583091689
0lNiZicC,-0.6256642078590231,-0.5987828418929334,-0.3463103194796753,-0.5427377092120305,-0.5722755097871703
0rGeJ0QN,-0.5417889076328645,-0.08438461281684162,-0.36673564531665415,-0.22190731973654754,0.38350519326351623
0sXI9ytQ,-0.05719218201188825,0.2792620843759147,-0.08977207023848877,-0.19812772598287,1.2151034422605245
0ukt4aP6,0.7453772374456684,0.14178220909292505,0.7647600458084278,-0.16320928729666373,0.4427183986169174
1AGspb8f,-0.38886957325926763,-0.2651625518297759,-0.2079774178812939,-0.18872874133194162,-0.35778828205387275
1Csy0gvE,-0.261294580355816,0.030826831374630603,-0.008345824727761492,-0.513468252537771,1.0112804828115745
1Ic2hly1,-0.4177833037922233,0.10765689300640602,-0.6373432962248469,0.5230567580857766,-0.335690769389939
1PPbaTwt,-0.07631389843677705,-0.26286261891905915,-0.11439026525625817,-0.07303256249901649,-0.7776240465457983
1SO5VJNy,-0.3294994789641982,0.10739952092676741,-0.14553486834015295,-0.26605704717617296,0.8813119658099535
1arHxK3Y,0.6346841163427057,0.3223761678786864,0.42132480661713156,0.598025675573062,-0.6499558100234635
1fCW4Bba,-0.07167197407196113,0.42854338754433996,-0.38853353561176585,0.8910886267090168,0.03313905109988524
1qDZNvIm,-0.2342624976424874,0.23787828623329732,-0.07527382731878753,-0.17984940256715487,1.1925518700745479
28LYJC2V,-0.39798380639516107,-0.13062640433175765,-0.2569888461853769,-0.05935632131658086,-0.21151289310483518
2CzACvQq,0.4910288383112029,0.08223153149279872,0.7172137315373056,0.01808970889986483,0.05137049776228003
2FT3crfv,-0.33528413524801004,0.011826725504601066,-0.28172080349791717,0.2651143146519581,-0.4139753368413995
2Fy2uHVg,0.5810099777523067,-0.3721242327880067,0.25436053873271525,0.576712490893635,-1.1923798161296861
2MkMEApm,-0.2873609454100209,0.28485506036912733,-0.4797383946350797,0.3988958290221072,0.3677203978652681
2NDGWEOe,0.8890925563413017,0.13122940939668537,1.0618762441003007,-0.06238188188488514,-0.28402426615131643
2NyyCiqn,-0.4281050405548822,0.04425944181721786,-0.24619539711142505,-0.25885852061816217,0.7251567289100391
2QRzIb84,0.3328551841495584,0.11824550667289013,0.543595280929984,0.05017839549598291,0.155585524683111
2QcbdrUZ,-0.4197442586652842,-0.04307964189545255,-0.19825230991901063,-0.061173103854385236,0.5778381540026274
2YgAimWK,-0.19939796778413832,0.2489271885745178,-0.4148562317072824,0.5089781870020247,0.06466452406159096
2cx85d9H,0.443955845597257,-0.2216325060435057,0.4478353677157405,-0.17651632904976491,-0.807222718791147
2homMXMV,-0.29929179308792475,-0.11781249596229382,-0.06724221017964695,-0.40737721538257543,0.34749346830680067
2ldLrUtq,-0.33473134306445607,-0.2747241549497125,-0.16810815680496227,-0.12344983184866831,-0.5595051115611764
2nsACW6G,-0.009450050836874557,-0.06091760601761764,-0.21265768527855053,0.5474506201736833,-1.0258966033992816
2yMbVnWc,-0.5566221777234228,0.04420512972570234,-0.778234309301952,0.5249754914538849,-0.3987902458634123
36r8sgGQ,-0.3473501926903507,-0.07441735938084582,-0.08485355117050526,-0.5421686717953793,0.7794121798520426
3NXAXCl3,-0.16318645579501156,-0.15355130890347712,-0.32269581236885536,0.37236999463312803,-1.0409592761145596
3QG0z6fl,-0.18428626388811087,-0.3135267524456308,-0.19792810438559236,-0.17378092500108336,-0.6392313155207827
3WS8R9qm,-0.03494120000657053,0.26939098797253813,-0.4363272872246411,1.259824855794122,-1.2136815254033855
3fRLm8f5,-0.09388206546177169,0.056992895607820615,0.07882264594974339,-0.1799766961343232,0.40405336437501144
3mZhp1nQ,-0.4091429051294795,-0.1432997545739646,-0.11078692298444466,-0.34336033190736703,0.6258634734432644
3pikJXRL,-0.15662971812527926,-0.13595575826294082,-0.33884647895937303,0.45963518806930215,-1.0618974530587342
3pxOEGHL,-0.335379533886377,-0.018935098229735492,-0.10770044699588709,-0.4141844380468902,0.7246677685775267
3ttdV3f5,0.5362898696441094,-0.27032378010936003,0.17908018548340343,0.6710145731005499,-0.9474462846917888
3v4X6Mfe,1.1215422067730962,-0.036040651273629876,1.15583767770001,-0.24194556094157596,-0.7935365288129306
3wORuPiv,-0.4453256292792258,-0.0319949981329638,-0.3612092526516518,0.4737563001425351,-0.46688987902774043
43EfrxZj,-0.04025759534554241,0.10717355041683363,-0.11798110624807467,0.12032878854416595,0.45056665085786496
457Vwm21,-0.15576524691301452,-0.08662742447751459,0.08746543735781405,-0.10299915277577476,0.24040936500477778
46KNnOdx,-0.36414335038715284,-0.15489648631390318,-0.15770280469509101,-0.3076613034250115,0.1730123444124812
47TwNsVC,-0.008528420873404885,-0.02353852114364774,-0.2221163374743018,0.580787004733825,-1.0690669718479828
49856RpO,-0.32928357677581144,-0.24235943357419287,-0.16345657534803612,-0.12552757417557303,-0.41500263825899747
4Ane1o2N,-0.4010493305031716,-0.1306978531696149,-0.18460377762419952,-0.35688573875092966,0.3257868132416985
4AyVUgSc,-0.6692263149465718,-0.5419610958909661,-0.39695304793468744,-0.5320662261353573,-0.38576052599206795
4B1951On,0.3294447870604382,0.00589170266902983,0.19272950392227872,0.31775375324838007,-0.8402826779118051
4OL39Teo,-0.06010721374158018,0.20798344768295163,-0.1785331224928224,0.2583639098057231,0.5826634870642973
4eQ90eLY,-0.29528419195753597,0.004025725175132666,-0.538750096408358,0.654212340089545,-0.9695615694969903
4o5jwMj8,-0.152541210914917,-0.21336430177555898,0.11003020793471549,-0.48919170096787545,0.048762457888426314
4vPgpl2c,-0.44448649149535324,-0.09968500026714089,-0.33467242829083843,0.05183627225705112,-0.1302570553253854
51r9aA0d,-0.5830996581968534,-0.48968026268696463,-0.3206958301022236,-0.49199322274008916,-0.3785386208913983
58SmeRoP,0.13360461893409192,-0.09277719693289554,0.3397584744932334,-0.252261537339147,-0.16368173546587578
5HJp1AXn,-0.42028001323366826,0.15784168872033943,-0.6879411544617744,0.7023822728951041,-0.5195023470400131
5MBZW7fx,0.36751033782769177,0.13605361990154852,0.3225271762333699,0.0409846020501099,0.45237735432234727
5Nq3gHaP,0.2272367384011056,0.3523651204469248,-0.0673904888555551,0.8580373667157175,-0.5547311566789015
5RmwFFK3,0.33676919842406194,0.21018199269300852,0.36700659534498814,0.40925966721763696,-0.4127467776579397
5Tu5Jbov,0.4267693526061904,-0.35778379619903083,0.05974211057944934,0.7118634777128003,-1.335548844598434
5YEolkev,-0.20512705732699676,-0.230922416324855,-0.01902689147194117,-0.19137386017758717,-0.4253130646628775
5a8sf6QV,-0.014853575521759699,-0.1889050647154763,-0.11021015668387218,0.14656079876260206,-0.8242407378053905
5eSvmqYm,0.6469317205727647,-0.32312107748575397,0.3083804950057042,0.622663006808603,-1.1686601718793241
5hkN8fiv,-0.18897681357571117,-0.21899064644835164,0.00983893543835447,-0.241586079487363,-0.3118196186775252
5oK8Gti5,-0.18186968536909764,0.0742322607761835,-0.3330181844971735,0.29244991128584474,-0.16789823789452474
5paniGaU,-0.22487056121621918,0.05420564639002723,0.14619155452573568,-0.9781493590662096,1.8621215404141256
5vsr7ZUP,0.8596636700422531,-0.15678983023104476,1.2563422055471003,-0.5575561126901616,-0.10037150056283534
60B4xMWI,0.17640098204144683,0.01535948137309917,0.43904912468470514,-0.15530360813645316,0.2695986899345147
64jOUtKy,-0.12757065233006015,0.16593082995400954,-0.06618489117411647,0.5678776657238425,-0.07924994985438355
6AJo4xNG,-0.5192913739121162,-0.060945947093851705,-0.6926422395729883,0.3602354392888427,-0.5372473233250088
6CAvhEte,-0.29023352997751073,-0.2162485829903379,-0.3741062246339121,0.06948615426051072,-0.6962033106301808
6CuGYjT5,1.3536499002795108,0.22109582189977106,1.2786219885497847,0.1691456749311777,-0.9474167463520904
6DGH8ujZ,-0.20752538050099567,-0.2245172794887339,0.022345713062173492,-0.36525954717878073,-0.08550846477388713
6PzsGdVm,-0.33057201918036705,-0.1766524479231032,-0.14274410345503166,-0.22558610000740598,-0.07606109738652483
6UcSJMbq,0.4077440625108879,0.15824876626096673,0.6162636328739616,0.060903577970829126,0.1253655593211213
6WJbkH8U,1.3631571741100856,-0.011689115935702321,1.4086039359898221,-0.2584336850240636,-0.9370105035959819
6eUWsVzw,0.6423781776416244,-0.1292741216979022,0.9690965802888745,-0.31610355515709454,-0.16528030988797332
6gNyO7Do,0.17158713751324284,-0.16323010309316277,0.11121708431793764,0.028506993337228365,-0.7456515938720972
6jT0AyHe,-0.20909998079564773,-0.08129918032126626,-0.11036920351862069,0.1228570621680578,-0.4620735840530145
6nBgCvWu,-0.3222681853256675,0.09640243338340293,-0.07251235475460538,-0.1867084537776842,1.1794162511391226
6ro5mqg6,-0.10558862561947663,0.16091360587590664,0.10000980532884848,-0.3317107793617857,0.9531910539079724
